"stand_roi","hit_roi","split_roi","double_down_roi","player_card_1","player_card_2","dealer_card"
-0.240331543267751,0.00933539052431471,NA,-0.128366523044783,4,4,3
-0.285785025383187,-0.0222379520410174,NA,-0.201987249800649,4,4,2
-0.595484906953032,-0.263885316725054,NA,-0.829356721850078,4,4,1
-0.419557284352025,-0.19560907664066,NA,-0.454581237252153,6,1,10
-0.420577553157848,-0.147268417244389,NA,-0.392162238548117,6,1,9
-0.382582679732604,-0.0717497071386406,NA,-0.251340409568692,6,1,8
-0.10382558144751,0.0547064297164551,NA,-0.00885695033104757,6,1,7
-0.0049915940712093,0.126073220847759,NA,0.252146441695519,6,1,6
-0.0384732690198384,0.0986893865352317,NA,0.197378773070463,6,1,5
-0.0763564925286748,0.061647719539039,NA,0.123295439078078,6,1,4
-0.116125950686312,0.0292117365064955,NA,0.0571757791701357,6,1,3
-0.152739457401623,-0.000273716085101072,NA,-0.0048823283380322,6,1,2
-0.514254802806833,-0.221401319878951,NA,-0.548547536938118,6,1,1
-0.541326854435064,-0.319526698614835,NA,-0.951412529245665,5,2,10
-0.541389241814809,-0.285442974523413,NA,-0.952281538446335,5,2,9
-0.512276685258762,-0.211671396855161,NA,-0.847888173698128,5,2,8
-0.475403713738776,-0.0686508342205865,NA,-0.585406448702814,5,2,7
-0.114751406025503,0.0371079772360679,NA,-0.105273366387958,5,2,6
-0.154274851644553,0.00273336519863617,NA,-0.180919389249062,5,2,5
-0.199304722501141,-0.0374248446094471,NA,-0.265088965490051,5,2,4
-0.24260723077786,-0.0741603077459312,NA,-0.347730171700449,5,2,3
-0.28345421062097,-0.107915317099106,NA,-0.426152594983727,5,2,2
-0.596326527437615,-0.351841388835322,NA,-1.08601273625285,5,2,1
-0.539900524344228,-0.210080235766327,NA,-0.517629615967871,5,1,10
-0.54036450893148,-0.151418135804368,NA,-0.45577030823038,5,1,9
-0.511033218247406,-0.069391996711737,NA,-0.317151245162337,5,1,8
-0.47396829356509,-0.00788192655700296,NA,-0.18434406007946,5,1,7
-0.114523470860009,0.110737917693775,NA,0.202016971764756,5,1,6
-0.155945108259473,0.0752885272530878,NA,0.130266981533996,5,1,5
-0.198414326402651,0.0409792200599191,NA,0.0615353074059681,5,1,4
-0.241620090518175,0.00833836800691183,NA,-0.00608288785437169,5,1,3
-0.282389396257924,-0.0214456091586172,NA,-0.0699677930623337,5,1,2
-0.596653127174762,-0.209172809373228,NA,-0.592891315520404,5,1,1
-0.54141491505297,-0.339100596998109,NA,-1.06402388572838,4,2,10
-0.541490533114932,-0.294528103187225,NA,-1.06432940614064,4,2,9
-0.512340001068931,-0.219719698415058,NA,-1.0046833600764,4,2,8
-0.47394739632744,-0.153745542629793,NA,-0.890224011920121,4,2,7
-0.11484426949494,0.00988094905631069,NA,-0.212121215348904,4,2,6
-0.15463106439226,-0.0267612244620421,NA,-0.291219126639209,4,2,5
-0.199654566533987,-0.0670209600817491,NA,-0.380344927461548,4,2,4
-0.243009164016845,-0.104220549518358,NA,-0.466758045993063,4,2,3
-0.285985049678871,-0.139225709809746,NA,-0.551816774293272,4,2,2
-0.596191205103107,-0.344326257618862,NA,-1.1801106986965,4,2,1
-0.541402294865833,-0.338692728375432,NA,-1.06399666624461,3,3,10
-0.543008494126723,-0.295264312471899,NA,-1.06736755769492,3,3,9
-0.510567267164978,-0.219182052578859,NA,-1.00114005001615,3,3,8
-0.473962516576349,-0.153797436186023,NA,-0.890243634264966,3,3,7
-0.114815975474116,0.00987833837715715,NA,-0.212062801301719,3,3,6
-0.154600526302307,-0.0267745793832205,NA,-0.290920688792648,3,3,5
-0.197543559670854,-0.0656918603005179,NA,-0.376610765603966,3,3,4
-0.245459822067227,-0.105892151467828,NA,-0.471414052995363,3,3,3
-0.286019068277493,-0.139266224182467,NA,-0.551879738128853,3,3,2
-0.596213703836377,-0.344327211824551,NA,-1.18015180532495,3,3,1
-0.540016179831863,-0.173213205135792,NA,-0.511188422130701,4,1,10
-0.540464191709184,-0.11241825772693,NA,-0.450957500390365,4,1,9
-0.511096562059495,-0.0284041756606164,NA,-0.31430266867991,4,1,8
-0.472512379738199,0.0364060889378597,NA,-0.177160275776986,4,1,7
-0.114635100866473,0.126272298381482,NA,0.199687168416582,4,1,6
-0.156290676188645,0.0949275314138468,NA,0.134921276554558,4,1,5
-0.198765564737136,0.0607567448811627,NA,0.0652780100326991,4,1,4
-0.242023949539327,0.0290751485428548,NA,-0.0022308595926511,4,1,3
-0.284912823980464,-0.000917663577297695,NA,-0.0675765358215129,4,1,2
-0.596510044761328,-0.172031632170694,NA,-0.586997652938479,4,1,1
-0.541496385732701,-0.312724710665292,NA,-1.0829927714654,3,2,10
-0.541572998145481,-0.265988813354485,NA,-1.08314599629096,3,2,9
-0.510907499534976,-0.187166353539787,NA,-1.02181499906995,3,2,8
-0.474287198062551,-0.119481182271951,NA,-0.948574396125102,3,2,7
-0.115219351316152,0.0192557953507199,NA,-0.230438702632305,3,2,6
-0.155026368419672,-0.0156896365691885,NA,-0.310052736839345,3,2,5
-0.200104491863324,-0.055370417300202,NA,-0.400208983726647,3,2,4
-0.245572548937514,-0.0932016814376502,NA,-0.491145097875027,3,2,3
-0.286101171418971,-0.126025042934495,NA,-0.572202342837942,3,2,2
-0.596540545063,-0.31778293526068,NA,-1.193081090126,3,2,1
-0.540095627769961,-0.137093938333167,NA,-0.508720207595458,3,1,10
-0.540546769443034,-0.0727457073953719,NA,-0.446361924604767,3,1,9
-0.509664172207574,0.0164781403229874,NA,-0.305059697580276,3,1,8
-0.472861310612573,0.0765396134870056,NA,-0.18224134787991,3,1,7
-0.11499841948576,0.146111192477963,NA,0.202974652640665,3,1,6
-0.156686799776189,0.116159594853233,NA,0.139628656585925,3,1,5
-0.199215403519309,0.0827772672977172,NA,0.0697156526685923,3,1,4
-0.244578020914484,0.0503578010149056,NA,-0.000571678468138881,3,1,3
-0.285008576539107,0.022101184507751,NA,-0.0639133195527395,3,1,2
-0.596876818171421,-0.135169612592265,NA,-0.583702805538947,3,1,1
-0.541588864693734,-0.287098877548336,NA,-1.08317772938747,2,2,10
-0.540137356956311,-0.237872742919925,NA,-1.08027471391262,2,2,9
-0.511247184956968,-0.156790276868238,NA,-1.02249436991394,2,2,8
-0.474621441988361,-0.0888280842173401,NA,-0.949242883976723,2,2,7
-0.115610890201182,0.0302304553052017,NA,-0.231221780402364,2,2,6
-0.155452203362266,-0.00378129823014402,NA,-0.310904406724533,2,2,5
-0.20266423208091,-0.0443924058179066,NA,-0.405328464161819,2,2,4
-0.245684454571464,-0.0801259743629362,NA,-0.491368909142928,2,2,3
-0.286161553341429,-0.112544915215285,NA,-0.572323106682857,2,2,2
-0.596884780384751,-0.292671216959268,NA,-1.1937695607695,2,2,1
-0.540187646742514,-0.102303014486374,NA,-0.508568770887928,2,1,10
-0.539111023432182,-0.0340890431312463,NA,-0.443186993316851,2,1,9
-0.510013318491965,0.051835371356722,NA,-0.314098915434132,2,1,8
-0.473184926761289,0.120174411781498,NA,-0.17948340566223,2,1,7
-0.115390894560619,0.166485156485543,NA,0.204215809592208,2,1,6
-0.157112974894101,0.137618306600172,NA,0.141030390205787,2,1,5
-0.201766223912216,0.10434782477996,NA,0.0706336190620434,2,1,4
-0.244669997820971,0.0737704610012234,NA,0.00196231446082529,2,1,3
-0.285090822435939,0.0456111317430364,NA,-0.0634546695477816,2,1,2
-0.597220486969392,-0.100432859887192,NA,-0.584256229110949,2,1,1
-0.538796728851243,-0.0663098014732047,NA,-0.506650249861681,1,1,10
-0.538085164587299,-0.00033251013943715,NA,-0.450880823804115,1,1,9
-0.508761084409109,0.094585327614037,NA,-0.3115012302525,1,1,8
-0.471741639231532,0.164332583249811,NA,-0.176403357422417,1,1,7
-0.115159244450127,0.18953611466265,NA,0.206311765409577,1,1,6
-0.158750618446972,0.160827010558087,NA,0.141839662152688,1,1,5
-0.200841046466822,0.129292298183023,NA,0.07367190419651,1,1,4
-0.243667227837824,0.104449759594778,NA,0.0055861529697829,1,1,3
-0.284007947074022,0.0820261329780496,NA,-0.0600729685091932,1,1,2
-0.597555039492289,-0.0647533944396889,NA,-0.585159290681576,1,1,1
